instructText,count,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,story_list_block2,action_list_block2,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_13.started,text_13.stopped,text_23.started,text_23.stopped,text_43.started,text_43.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,text_44.started,text_44.stopped,text_53.started,text_53.stopped,image_10.started,image_10.stopped,text_22.started,text_22.stopped,recall,question1_answer,order of question,text_14.started,text_14.stopped,text_15.started,text_15.stopped,image_6.started,image_6.stopped,polygon_3.started,polygon_3.stopped,bottom_line_3.started,bottom_line_3.stopped,right_line_3.started,right_line_3.stopped,left_line_3.started,left_line_3.stopped,question2_answer,text_16.started,text_16.stopped,text_17.started,text_17.stopped,image_7.started,image_7.stopped,polygon_4.started,polygon_4.stopped,bottom_line_4.started,bottom_line_4.stopped,right_line_4.started,right_line_4.stopped,left_line_4.started,left_line_4.stopped,question3_answer,text_18.started,text_18.stopped,text_19.started,text_19.stopped,image_8.started,image_8.stopped,polygon_5.started,polygon_5.stopped,bottom_line_5.started,bottom_line_5.stopped,right_line_5.started,right_line_5.stopped,left_line_5.started,left_line_5.stopped,question4_answer,text_20.started,text_20.stopped,text_21.started,text_21.stopped,image_9.started,image_9.stopped,polygon_6.started,polygon_6.stopped,bottom_line_6.started,bottom_line_6.stopped,right_line_6.started,right_line_6.stopped,left_line_6.started,left_line_6.stopped,question5_answer,text_25.started,text_25.stopped,text_26.started,text_26.stopped,image_11.started,image_11.stopped,polygon_7.started,polygon_7.stopped,bottom_line_7.started,bottom_line_7.stopped,right_line_7.started,right_line_7.stopped,left_line_7.started,left_line_7.stopped,question6_answer,text_27.started,text_27.stopped,text_28.started,text_28.stopped,image_12.started,image_12.stopped,polygon_8.started,polygon_8.stopped,bottom_line_8.started,bottom_line_8.stopped,right_line_8.started,right_line_8.stopped,left_line_8.started,left_line_8.stopped,question7_answer,text_29.started,text_29.stopped,text_30.started,text_30.stopped,image_13.started,image_13.stopped,polygon_9.started,polygon_9.stopped,bottom_line_9.started,bottom_line_9.stopped,right_line_9.started,right_line_9.stopped,left_line_9.started,left_line_9.stopped,question8_answer,text_31.started,text_31.stopped,text_32.started,text_32.stopped,image_14.started,image_14.stopped,polygon_10.started,polygon_10.stopped,bottom_line_10.started,bottom_line_10.stopped,right_line_10.started,right_line_10.stopped,left_line_10.started,left_line_10.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,random_seed,date,expName,psychopyVersion,frameRate,
"In the final part of the experiment, please answer 8 questions about each story.",,0,0,0,0,,,,,,,,,,,,,[34 41 43 21 14 32 12 23],[4 3 3 2 1 4 1 2],[22 24 13 42 44 31 33 11],[4 4 3 1 1 2 2 3],space,4.76456531399981,6.9842572890001975,None,6.9842572890001975,None,6.9842572890001975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,14,2021_Oct_06_1608,short_answer,3.2.4,60.18363459284167,
"We did not tell you to think of all or some of these questions during the story, but please do your best to answer them.",,0,1,1,1,,,,,,,,,,,,,,,,,space,41.5530668880001,11.78303409199998,None,11.78303409199998,None,11.78303409199998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,14,2021_Oct_06_1608,short_answer,3.2.4,60.18363459284167,
"Answer as much as you remember, and be specific and concrete in your answers. It is best to try to be as faithful as possible to what the story actually said.
",,0,2,2,2,,,,,,,,,,,,,,,,,space,8.10888221299956,53.417432549000296,None,53.417432549000296,None,53.417432549000296,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,14,2021_Oct_06_1608,short_answer,3.2.4,60.18363459284167,
"When you have finished typing your answer, hit ‘return’ to submit your answer and move onto the next question. ",,0,3,3,3,,,,,,,,,,,,,,,,,space,5.304860356000063,61.566245455999706,None,61.566245455999706,None,61.566245455999706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,14,2021_Oct_06_1608,short_answer,3.2.4,60.18363459284167,
,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,66.91671865199987,None,space,6.904990290000569,66.91671865199987,None,66.91671865199987,None,66.91671865199987,None,73.96875593299956,None,73.96875593299956,None,A paper due next week,Charlie is an investor; alma is a web developer,"[1, 2]",76.11715357799949,None,76.11715357799949,None,76.11715357799949,None,76.11715357799949,None,76.11715357799949,None,76.11715357799949,None,76.11715357799949,None,"$28,000",144.3840062749996,None,144.3840062749996,None,144.3840062749996,None,144.3840062749996,None,144.3840062749996,None,144.3840062749996,None,144.3840062749996,None,,164.6326916099997,None,164.6326916099997,None,164.6326916099997,None,164.6326916099997,None,164.6326916099997,None,164.6326916099997,None,164.6326916099997,None,A hug,173.51592556499963,None,173.51592556499963,None,173.51592556499963,None,173.51592556499963,None,173.51592556499963,None,173.51592556499963,None,173.51592556499963,None,Large auditorium,181.19957818799958,None,181.19957818799958,None,181.19957818799958,None,181.19957818799958,None,181.19957818799958,None,181.19957818799958,None,181.19957818799958,None,History of rome; augustus,204.032942586,None,204.032942586,None,204.032942586,None,204.032942586,None,204.032942586,None,204.032942586,None,204.032942586,None,Augustus built temples,245.74838015299974,None,245.74838015299974,None,245.74838015299974,None,245.74838015299974,None,245.74838015299974,None,245.74838015299974,None,245.74838015299974,None,A paper due next week,299.74787605599977,None,299.74787605599977,None,299.74787605599977,None,299.74787605599977,None,299.74787605599977,None,299.74787605599977,None,299.74787605599977,None,,,100621,0,3,0,2,0,14,2021_Oct_06_1608,short_answer,3.2.4,60.18363459284167,
,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,14,2021_Oct_06_1608,short_answer,3.2.4,60.18363459284167,
,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,14,2021_Oct_06_1608,short_answer,3.2.4,60.18363459284167,
,2,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,14,2021_Oct_06_1608,short_answer,3.2.4,60.18363459284167,
,3,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,321.83011228899977,None,space,1.952980432000004,321.83011228899977,None,321.83011228899977,None,321.83011228899977,None,323.8303514620002,None,323.8303514620002,None,Her dad,"Very elegantly, chandeliers , tall windows, marble floor maybe, creamy color palette ","[2, 1]",325.31448564400034,None,325.31448564400034,None,325.31448564400034,None,325.31448564400034,None,325.31448564400034,None,325.31448564400034,None,325.31448564400034,None,"Small selection, prices not indicated, scripty font",412.8629268019995,None,412.8629268019995,None,412.8629268019995,None,412.8629268019995,None,412.8629268019995,None,412.8629268019995,None,412.8629268019995,None,"Senna has oysters with garlic breadcrumbs, alvira has scallops with caramelized apples",451.6625017460001,None,451.6625017460001,None,451.6625017460001,None,451.6625017460001,None,451.6625017460001,None,451.6625017460001,None,451.6625017460001,None,Its even better than they expected,492.3957337510001,None,492.3957337510001,None,492.3957337510001,None,492.3957337510001,None,492.3957337510001,None,492.3957337510001,None,492.3957337510001,None,23 mos,504.0621195020003,None,504.0621195020003,None,504.0621195020003,None,504.0621195020003,None,504.0621195020003,None,504.0621195020003,None,504.0621195020003,None,4 canary yellow diamonds,509.5115850639995,None,509.5115850639995,None,509.5115850639995,None,509.5115850639995,None,509.5115850639995,None,509.5115850639995,None,509.5115850639995,None,On a cake,520.3453657959999,None,520.3453657959999,None,520.3453657959999,None,520.3453657959999,None,520.3453657959999,None,520.3453657959999,None,520.3453657959999,None,Her dad,534.5782100619999,None,534.5782100619999,None,534.5782100619999,None,534.5782100619999,None,534.5782100619999,None,534.5782100619999,None,534.5782100619999,None,,,100621,0,3,0,2,0,14,2021_Oct_06_1608,short_answer,3.2.4,60.18363459284167,
,3,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100621,0,3,0,2,0,14,2021_Oct_06_1608,short_answer,3.2.4,60.18363459284167,
