count,audio,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_25.thisRepN,trials_25.thisTrialN,trials_25.thisN,trials_25.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_26.thisRepN,trials_26.thisTrialN,trials_26.thisN,trials_26.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block2,action_list_block2,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_76.started,text_76.stopped,text_77.started,text_77.stopped,startWait,endWait,image_23.started,image_23.stopped,text_55.started,text_55.stopped,text_56.started,text_56.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_82.started,text_82.stopped,text_57.started,text_57.stopped,key_resp_17.keys,key_resp_17.rt,key_resp_17.started,key_resp_17.stopped,text_83.started,text_83.stopped,text_60.started,text_60.stopped,image_2.started,image_2.stopped,text_58.started,text_58.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.started,key_resp_23.stopped,text_62.started,text_62.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.started,key_resp_18.stopped,text_84.started,text_84.stopped,question1_2.started,question1_2.stopped,question2_2.started,question2_2.stopped,question3_2.started,question3_2.stopped,question4_2.started,question4_2.stopped,question5_2.started,question5_2.stopped,question6_2.started,question6_2.stopped,image_15.started,image_15.stopped,key_resp.keys,key_resp.started,key_resp.stopped,text_59.started,text_59.stopped,key_resp_19.keys,key_resp_19.rt,key_resp_19.started,key_resp_19.stopped,text_85.started,text_85.stopped,text_61.started,text_61.stopped,image_17.started,image_17.stopped,text_63.started,text_63.stopped,key_resp_24.keys,key_resp_24.rt,key_resp_24.started,key_resp_24.stopped,text_64.started,text_64.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.started,key_resp_20.stopped,storyImage_StartTime,storyImage_EndTime,clip_StartTime,clip_EndTime,text_67.started,text_67.stopped,text_68.started,text_68.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,play_stories,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,[14 32 34 43 12 41 21 23],[2 4 2 3 4 1 1 3],18.145149079000475,None,equal,33.80200669599981,18.145149079000475,None,33.8428726559996,18.145149079000475,None,18.145149079000475,None,0.0004062329999214853,5.994614473000183,51.978388361000725,None,57.98250859900054,None,57.98250859900054,None,2,1.7375925639998968,57.98250859900054,None,57.98250859900054,None,59.74925186300061,None,2,1.1987888890007525,59.74925186300061,None,59.74925186300061,None,60.994526507000046,None,60.994526507000046,None,60.994526507000046,None,2,3.055699666999317,60.994526507000046,None,64.0783826500001,None,2,1.5118238699997164,64.0783826500001,None,64.0783826500001,None,65.69519679099994,None,65.69519679099994,None,65.69519679099994,None,65.69519679099994,None,65.69519679099994,None,65.69519679099994,None,65.69519679099994,None,None,65.69519679099994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100721,1,3,2,3,1,1,2,0,60,2021_Oct_07_1139,listening_fmri,3.2.4,60.24855226936472,
0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.71563987399986,None,2,1.7314716060000137,84.71563987399986,None,84.71563987399986,None,86.49431048000042,None,86.49431048000042,None,86.49431048000042,None,2,1.6817299919994184,86.49431048000042,None,,,,,,,,,,,,,,,,,100721,1,3,2,3,1,1,2,0,60,2021_Oct_07_1139,listening_fmri,3.2.4,60.24855226936472,
0,parcelated_audio/14/14_1.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.1953582340002,None,2,2.5288739999996324,88.1953582340002,None,38.768966302999615,41.78150792500037,41.78992468300021,48.66694016299971,,,,,,,100721,1,3,2,3,1,1,2,0,60,2021_Oct_07_1139,listening_fmri,3.2.4,60.24855226936472,
0,parcelated_audio/14/14_2.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.667226511999615,55.22040397500041,,,,,,,100721,1,3,2,3,1,1,2,0,60,2021_Oct_07_1139,listening_fmri,3.2.4,60.24855226936472,
0,parcelated_audio/14/14_3.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.22129720399971,58.92225283500011,,,,,,,100721,1,3,2,3,1,1,2,0,60,2021_Oct_07_1139,listening_fmri,3.2.4,60.24855226936472,
0,parcelated_audio/14/14_4.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.922660623999946,66.88342457500039,,,,,,,100721,1,3,2,3,1,1,2,0,60,2021_Oct_07_1139,listening_fmri,3.2.4,60.24855226936472,
0,parcelated_audio/14/14_5.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.88370199200017,71.74709944999995,,,,,,,100721,1,3,2,3,1,1,2,0,60,2021_Oct_07_1139,listening_fmri,3.2.4,60.24855226936472,
0,parcelated_audio/14/14_6.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.74743309899986,77.6111679200003,,,,,,,100721,1,3,2,3,1,1,2,0,60,2021_Oct_07_1139,listening_fmri,3.2.4,60.24855226936472,
0,parcelated_audio/14/14_7.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.61147039299976,87.24574858100004,,,,,,,100721,1,3,2,3,1,1,2,0,60,2021_Oct_07_1139,listening_fmri,3.2.4,60.24855226936472,
0,parcelated_audio/14/14_8.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.24602935599978,92.4484660070002,,,,,,,100721,1,3,2,3,1,1,2,0,60,2021_Oct_07_1139,listening_fmri,3.2.4,60.24855226936472,
