instructions,count,audio,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Block1.thisRepN,Block1.thisTrialN,Block1.thisN,Block1.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_22.thisRepN,trials_22.thisTrialN,trials_22.thisN,trials_22.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,trials_23.thisRepN,trials_23.thisTrialN,trials_23.thisN,trials_23.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_87.started,text_87.stopped,text_88.started,text_88.stopped,key_resp_31.keys,key_resp_31.rt,key_resp_31.started,key_resp_31.stopped,text_89.started,text_89.stopped,image_27.started,image_27.stopped,text_97.started,text_97.stopped,image_24.started,image_24.stopped,key_resp_21.keys,key_resp_21.rt,key_resp_21.started,key_resp_21.stopped,text_78.started,text_78.stopped,text_96.started,text_96.stopped,image_28.started,image_28.stopped,key_resp_36.keys,key_resp_36.rt,key_resp_36.started,key_resp_36.stopped,text_94.started,text_94.stopped,text_95.started,text_95.stopped,text_90.started,text_90.stopped,key_resp_32.keys,key_resp_32.rt,key_resp_32.started,key_resp_32.stopped,text_91.started,text_91.stopped,key_resp_33.keys,key_resp_33.rt,key_resp_33.started,key_resp_33.stopped,text_92.started,text_92.stopped,key_resp_34.keys,key_resp_34.rt,key_resp_34.started,key_resp_34.stopped,text_93.started,text_93.stopped,key_resp_35.keys,key_resp_35.rt,key_resp_35.started,key_resp_35.stopped,text_98.started,text_98.stopped,text_99.started,text_99.stopped,key_resp_37.keys,key_resp_37.rt,key_resp_37.started,key_resp_37.stopped,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_76.started,text_76.stopped,text_77.started,text_77.stopped,startWait,endWait,image_23.started,image_23.stopped,text_38.started,text_38.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_39.started,text_39.stopped,text.started,text.stopped,text_50.started,text_50.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,storyImage_StartTime,storyImage_EndTime,clip_StartTime,clip_EndTime,text_6.started,text_6.stopped,text_52.started,text_52.stopped,text_33.started,text_33.stopped,key_resp_30.keys,key_resp_30.rt,key_resp_30.started,key_resp_30.stopped,text_79.started,text_79.stopped,text_4.started,text_4.stopped,image.started,image.stopped,text_5.started,text_5.stopped,key_resp_22.keys,key_resp_22.rt,key_resp_22.started,key_resp_22.stopped,text_37.started,text_37.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,text_80.started,text_80.stopped,question1_3.started,question1_3.stopped,question2_3.started,question2_3.stopped,question3_3.started,question3_3.stopped,question4_3.started,question4_3.stopped,question5_3.started,question5_3.stopped,question6_3.started,question6_3.stopped,image_16.started,image_16.stopped,text_49.started,text_49.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.started,key_resp_15.stopped,text_81.started,text_81.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,play_stories,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
Welcome to the story listening part of the experiment. ,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[14 34 23 12 41 32 21 43],[4 1 2 2 1 3 4 3],1,7.737580737000371,18.44724149400008,None,18.44724149400008,None,18.44724149400008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101821,2,3,1,2,0,1,1,0,68,2021_Oct_18_0916,listening_fmri,3.2.4,60.18686673944228,
"As a reminder, you will listen to 12 short stories.",,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.6158758679998755,26.22295370599977,None,26.22295370599977,None,26.22295370599977,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101821,2,3,1,2,0,1,1,0,68,2021_Oct_18_0916,listening_fmri,3.2.4,60.18686673944228,
These stories will be divided into 2 blocks of 6 stories.,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.2394222369998715,28.856523432999893,None,28.856523432999893,None,28.856523432999893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101821,2,3,1,2,0,1,1,0,68,2021_Oct_18_0916,listening_fmri,3.2.4,60.18686673944228,
"Before some of the stories, we will ask you to take on the perspective of a job. ",,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.1948877769996216,31.114076222999756,None,31.114076222999756,None,31.114076222999756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101821,2,3,1,2,0,1,1,0,68,2021_Oct_18_0916,listening_fmri,3.2.4,60.18686673944228,
Please “simulate” this job while you listen to the story that follows.,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.9784739399997306,34.33955158699973,None,34.33955158699973,None,34.33955158699973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101821,2,3,1,2,0,1,1,0,68,2021_Oct_18_0916,listening_fmri,3.2.4,60.18686673944228,
"Before you begin, we will go over how to use the button box:",,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.8668823569996675,38.339151774999664,None,38.339151774999664,None,38.339151774999664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101821,2,3,1,2,0,1,1,0,68,2021_Oct_18_0916,listening_fmri,3.2.4,60.18686673944228,
"In this experiment, you'll use the first three fingers on each hand to do the quizzes and advance through the experiment. ",,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.034678493000229,41.23125948100005,None,41.23125948100005,None,41.23125948100005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101821,2,3,1,2,0,1,1,0,68,2021_Oct_18_0916,listening_fmri,3.2.4,60.18686673944228,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9.326578641000197,46.29742445900001,None,46.29742445900001,None,46.29742445900001,None,46.29742445900001,None,55.65636257699998,None,8,3.181586441000036,55.65636257699998,None,55.65636257699998,None,55.65636257699998,None,55.65636257699998,None,6,3.774064466999789,58.863938698999846,None,58.863938698999846,None,58.863938698999846,None,62.6637443730001,None,1,1.0142732799999976,62.6637443730001,None,63.69802749099972,None,8,0.6659838059999856,63.69802749099972,None,64.38050458299995,None,6,0.8774921799999902,64.38050458299995,None,65.28110868099975,None,2,0.8968997070001024,65.28110868099975,None,66.19795812599978,None,66.19795812599978,None,6,1.7280378370001017,66.19795812599978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101821,2,3,1,2,0,1,1,0,68,2021_Oct_18_0916,listening_fmri,3.2.4,60.18686673944228,
,0,parcelated_audio/14/14_1.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.94771417599986,None,equal,41.2422927560001,67.94771417599986,None,90.77946577500006,67.94771417599986,None,67.94771417599986,None,0.00039846899971962557,6.0147175130000505,109.22228223999991,None,115.23146743000007,None,8,1.76542353800005,115.23146743000007,None,115.23146743000007,None,115.23146743000007,None,117.01455415600003,None,1,30.462438853000094,117.01455415600003,None,38.28910150499996,41.30566537499999,41.31070012000009,48.17967260499972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101821,2,3,1,2,0,1,1,0,68,2021_Oct_18_0916,listening_fmri,3.2.4,60.18686673944228,
,0,parcelated_audio/14/14_2.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.180031078999946,54.728426709999894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101821,2,3,1,2,0,1,1,0,68,2021_Oct_18_0916,listening_fmri,3.2.4,60.18686673944228,
