instructText,count,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block1,action_list_block1,story_list_block2,action_list_block2,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_13.started,text_13.stopped,text_23.started,text_23.stopped,text_43.started,text_43.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,text_44.started,text_44.stopped,text_53.started,text_53.stopped,image_10.started,image_10.stopped,text_22.started,text_22.stopped,recall,question1_answer,order of question,text_14.started,text_14.stopped,text_15.started,text_15.stopped,image_6.started,image_6.stopped,polygon_3.started,polygon_3.stopped,bottom_line_3.started,bottom_line_3.stopped,right_line_3.started,right_line_3.stopped,left_line_3.started,left_line_3.stopped,question2_answer,text_16.started,text_16.stopped,text_17.started,text_17.stopped,image_7.started,image_7.stopped,polygon_4.started,polygon_4.stopped,bottom_line_4.started,bottom_line_4.stopped,right_line_4.started,right_line_4.stopped,left_line_4.started,left_line_4.stopped,question3_answer,text_18.started,text_18.stopped,text_19.started,text_19.stopped,image_8.started,image_8.stopped,polygon_5.started,polygon_5.stopped,bottom_line_5.started,bottom_line_5.stopped,right_line_5.started,right_line_5.stopped,left_line_5.started,left_line_5.stopped,question4_answer,text_20.started,text_20.stopped,text_21.started,text_21.stopped,image_9.started,image_9.stopped,polygon_6.started,polygon_6.stopped,bottom_line_6.started,bottom_line_6.stopped,right_line_6.started,right_line_6.stopped,left_line_6.started,left_line_6.stopped,question5_answer,text_25.started,text_25.stopped,text_26.started,text_26.stopped,image_11.started,image_11.stopped,polygon_7.started,polygon_7.stopped,bottom_line_7.started,bottom_line_7.stopped,right_line_7.started,right_line_7.stopped,left_line_7.started,left_line_7.stopped,question6_answer,text_27.started,text_27.stopped,text_28.started,text_28.stopped,image_12.started,image_12.stopped,polygon_8.started,polygon_8.stopped,bottom_line_8.started,bottom_line_8.stopped,right_line_8.started,right_line_8.stopped,left_line_8.started,left_line_8.stopped,question7_answer,text_29.started,text_29.stopped,text_30.started,text_30.stopped,image_13.started,image_13.stopped,polygon_9.started,polygon_9.stopped,bottom_line_9.started,bottom_line_9.stopped,right_line_9.started,right_line_9.stopped,left_line_9.started,left_line_9.stopped,question8_answer,text_31.started,text_31.stopped,text_32.started,text_32.stopped,image_14.started,image_14.stopped,polygon_10.started,polygon_10.stopped,bottom_line_10.started,bottom_line_10.stopped,right_line_10.started,right_line_10.stopped,left_line_10.started,left_line_10.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,random_seed,date,expName,psychopyVersion,frameRate,
"In the final part of the experiment, please answer 8 questions about each story.",,0,0,0,0,,,,,,,,,,,,,[14 34 23 32 12 21 43 41],[2 3 4 3 2 4 1 1],[42 13 22 31 11 44 33 24],[3 4 2 1 4 3 1 2],space,4.675267841001187,7.897009878999597,None,7.897009878999597,None,7.897009878999597,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092821,2,3,1,3,0,70,2021_Sep_28_1134,short_answer,3.2.4,59.867102097405386,
"We did not tell you to think of all or some of these questions during the story, but please do your best to answer them.",,0,1,1,1,,,,,,,,,,,,,,,,,space,4.947961613999723,12.631353024000418,None,12.631353024000418,None,12.631353024000418,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092821,2,3,1,3,0,70,2021_Sep_28_1134,short_answer,3.2.4,59.867102097405386,
"Answer as much as you remember, and be specific and concrete in your answers. It is best to try to be as faithful as possible to what the story actually said.
",,0,2,2,2,,,,,,,,,,,,,,,,,space,8.015821840999706,17.61322730000029,None,17.61322730000029,None,17.61322730000029,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092821,2,3,1,3,0,70,2021_Sep_28_1134,short_answer,3.2.4,59.867102097405386,
"When you have finished typing your answer, hit ‘return’ to submit your answer and move onto the next question. ",,0,3,3,3,,,,,,,,,,,,,,,,,space,9.109312763001071,25.664699783999822,None,25.664699783999822,None,25.664699783999822,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092821,2,3,1,3,0,70,2021_Sep_28_1134,short_answer,3.2.4,59.867102097405386,
,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,34.814274571999704,None,space,41.84994177599947,34.814274571999704,None,34.814274571999704,None,34.814274571999704,None,76.74765094199938,None,76.74765094199938,None,I don't remember.,I don't remember.,"[1, 2]",79.36556164899957,None,79.36556164899957,None,79.36556164899957,None,79.36556164899957,None,79.36556164899957,None,79.36556164899957,None,79.36556164899957,None,I don't remember,102.06414294299975,None,102.06414294299975,None,102.06414294299975,None,102.06414294299975,None,102.06414294299975,None,102.06414294299975,None,102.06414294299975,None,He did not want to break up. i don't remember the reason.,135.4963494700005,None,135.4963494700005,None,135.4963494700005,None,135.4963494700005,None,135.4963494700005,None,135.4963494700005,None,135.4963494700005,None,Maria,185.0798624910003,None,185.0798624910003,None,185.0798624910003,None,185.0798624910003,None,185.0798624910003,None,185.0798624910003,None,185.0798624910003,None,I don't remember,219.79581491600038,None,219.79581491600038,None,219.79581491600038,None,219.79581491600038,None,219.79581491600038,None,219.79581491600038,None,219.79581491600038,None,I don't remember,224.52933105400007,None,224.52933105400007,None,224.52933105400007,None,224.52933105400007,None,224.52933105400007,None,224.52933105400007,None,224.52933105400007,None,I don't remember,233.97944233599992,None,233.97944233599992,None,233.97944233599992,None,233.97944233599992,None,233.97944233599992,None,233.97944233599992,None,233.97944233599992,None,I don't remember.,244.2127254850002,None,244.2127254850002,None,244.2127254850002,None,244.2127254850002,None,244.2127254850002,None,244.2127254850002,None,244.2127254850002,None,,,092821,2,3,1,3,0,70,2021_Sep_28_1134,short_answer,3.2.4,59.867102097405386,
,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092821,2,3,1,3,0,70,2021_Sep_28_1134,short_answer,3.2.4,59.867102097405386,
,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092821,2,3,1,3,0,70,2021_Sep_28_1134,short_answer,3.2.4,59.867102097405386,
,2,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,253.89451844500036,None,space,3.2087961420002102,253.89451844500036,None,253.89451844500036,None,253.89451844500036,None,257.1444376540003,None,257.1444376540003,None,Her best friend,I don't remember.,"[2, 1]",261.4943567449991,None,261.4943567449991,None,261.4943567449991,None,261.4943567449991,None,261.4943567449991,None,261.4943567449991,None,261.4943567449991,None,I don't remember.,273.7775323999995,None,273.7775323999995,None,273.7775323999995,None,273.7775323999995,None,273.7775323999995,None,273.7775323999995,None,273.7775323999995,None,I don't remember.,289.56210666699917,None,289.56210666699917,None,289.56210666699917,None,289.56210666699917,None,289.56210666699917,None,289.56210666699917,None,289.56210666699917,None,"50 dollars, chloe paied with her credit card.",296.9454052709989,None,296.9454052709989,None,296.9454052709989,None,296.9454052709989,None,296.9454052709989,None,296.9454052709989,None,296.9454052709989,None,5 years,325.3275283259991,None,325.3275283259991,None,325.3275283259991,None,325.3275283259991,None,325.3275283259991,None,325.3275283259991,None,325.3275283259991,None,"5, red",331.57693364199986,None,331.57693364199986,None,331.57693364199986,None,331.57693364199986,None,331.57693364199986,None,331.57693364199986,None,331.57693364199986,None,I don't remember,350.19407608099937,None,350.19407608099937,None,350.19407608099937,None,350.19407608099937,None,350.19407608099937,None,350.19407608099937,None,350.19407608099937,None,Her best friend,367.06094486099937,None,367.06094486099937,None,367.06094486099937,None,367.06094486099937,None,367.06094486099937,None,367.06094486099937,None,367.06094486099937,None,,,092821,2,3,1,3,0,70,2021_Sep_28_1134,short_answer,3.2.4,59.867102097405386,
,2,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092821,2,3,1,3,0,70,2021_Sep_28_1134,short_answer,3.2.4,59.867102097405386,
,3,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092821,2,3,1,3,0,70,2021_Sep_28_1134,short_answer,3.2.4,59.867102097405386,
