,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.27049666300036,None,197.27049666300036,None,197.27049666300036,None,2,1.519759034999879,197.27049666300036,None,198.8224530360003,None,2,3.4338441650002096,198.8224530360003,None,198.8224530360003,None,202.35345589999997,None,202.35345589999997,None,202.35345589999997,None,202.35345589999997,None,202.35345589999997,None,202.35345589999997,None,202.35345589999997,None,,,,,,,,,,,,,,,,,,,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.62002825900026,None,213.62002825900026,None,213.62002825900026,None,2,1.0872482240001773,213.62002825900026,None,214.73921829500023,None,2,1.0470743070000026,214.73921829500023,None,214.73921829500023,None,215.869118739,None,215.869118739,None,215.869118739,None,215.869118739,None,215.869118739,None,215.869118739,None,215.869118739,None,,,,,,,,,,,,,,,,,,,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.60290736000024,None,246.60290736000024,None,246.60290736000024,None,2,1.818414465999922,246.60290736000024,None,,,,,,,,,,,,,,,,,,,,,,,240.50289387500015,None,2,6.056519590999869,240.50289387500015,None,240.50289387500015,None,,,,,,,,,,,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_1.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.44002609200015,None,2,3.8293958389999716,248.44002609200015,None,103.38398236100011,106.3994527939999,106.40560249100008,113.272447758,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_2.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.27272655000024,119.82969361200003,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_3.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.83048240000016,123.53098941600001,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_4.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.5314299290003,131.49628165900003,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_5.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.4965830860001,136.35764799900016,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_6.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.3579357409999,142.21362002000023,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_7.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.21389695800008,151.85365298700026,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_8.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.85393459900024,157.05649066500018,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_9.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0567694690003,160.7997216409999,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_10.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.79997505600022,172.05664967600023,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_11.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0570154310003,179.266536052,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_12.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.26757494000003,187.28065943299998,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_13.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.28102248899995,193.39806322999993,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_14.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.39841959900014,199.95105510300027,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_15.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.95140556000024,207.06822907100013,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_16.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0685708660003,212.48205731999997,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_17.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.48247127800005,222.18295573900014,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_18.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.18331043800026,229.77313786700006,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_19.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.77346978600008,232.64803063599993,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_20.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.64848957499999,234.80755510000017,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_21.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.80854857600025,244.39764884700026,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_22.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.39790392900022,250.73475546200007,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_23.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.73504444300033,255.81363716600026,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
,0,parcelated_audio/14/14_24.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.81397608900033,266.7228466460001,,,,,092821,2,3,1,3,0,1,1,0,70,2021_Sep_28_1006,listening_fmri,3.2.4,59.90040730653035,
