count,audio,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_25.thisRepN,trials_25.thisTrialN,trials_25.thisN,trials_25.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_26.thisRepN,trials_26.thisTrialN,trials_26.thisN,trials_26.thisIndex,story_list_block2,action_list_block2,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_76.started,text_76.stopped,text_77.started,text_77.stopped,startWait,endWait,image_23.started,image_23.stopped,text_55.started,text_55.stopped,text_56.started,text_56.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_82.started,text_82.stopped,text_64.started,text_64.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.started,key_resp_20.stopped,storyImage_StartTime,storyImage_EndTime,clip_StartTime,clip_EndTime,text_67.started,text_67.stopped,text_68.started,text_68.stopped,participant,sA,sB,lA,lB,block_struct,play_stories,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
0,parcelated_audio/21/21_1.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,[21 43 23 34 41 32 12 14],[4 2 2 1 4 3 3 1],19.27842622999924,None,equal,30.575857931999963,19.27842622999924,None,30.596426791999875,19.27842622999924,None,19.27842622999924,None,0.00032985500001814216,5.998982375000196,49.8796614719995,None,55.878261736999775,None,55.878261736999775,None,2,3.101937395999812,55.878261736999775,None,55.878261736999775,None,59.01277767800002,None,2,1.5695052569999461,59.01277767800002,None,10.73904951500026,13.748479677999967,13.753616283000156,28.028244783000446,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_2.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.028516733999822,35.46320724100042,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_3.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.464867759999834,43.14963179000006,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_4.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.15000144300029,54.188766723999834,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_5.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.18919344599999,59.247678057000485,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_6.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.24816457399993,67.41190276799989,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_7.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.41241727099987,71.92734266900061,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_8.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.92786206600067,82.8653838350001,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_9.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.86588212900006,90.2385155740003,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_10.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23901607500011,97.0994743350002,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_11.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.09982204000062,104.20070867800041,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_12.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.20120766200034,112.51431823199982,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_13.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.51479307499994,115.84834330300055,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_14.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.84878870500052,121.26231453299988,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_15.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.26267990500037,128.07761507099985,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_16.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0778716499999,134.15425817899995,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_17.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.1546600370002,136.31572901600066,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_18.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.316004712,149.460772335,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_19.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.46173697199993,152.33436652300043,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_20.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.33501184600027,161.06871022199994,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_21.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.06970640800046,172.11354184999982,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_22.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.11401253300028,183.01533484999982,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_23.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0158444509998,187.977058081,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_24.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.97758012299983,192.56397191999986,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_25.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.56429792000017,202.0132787930006,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_26.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0136938200003,206.0152561370005,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_27.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.01551515700066,213.21520702900034,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_28.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.2156062740005,219.3311597540005,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_29.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.33143404100065,223.58586010199997,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_30.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.58621282700005,228.84714644199994,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.8475585240003,234.84276989800037,278.7225483759994,None,,,,,,,,,,,,,,,,,,,,,284.72268251399964,None,284.72268251399964,None,,,,,,,,,,,,,,,
﻿count,audio,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_25.thisRepN,trials_25.thisTrialN,trials_25.thisN,trials_25.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_26.thisRepN,trials_26.thisTrialN,trials_26.thisN,trials_26.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,story_list_block2,action_list_block2,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_76.started,text_76.stopped,text_77.started,text_77.stopped,startWait,endWait,image_23.started,image_23.stopped,text_55.started,text_55.stopped,text_56.started,text_56.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_82.started,text_82.stopped,text_64.started,text_64.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.started,key_resp_20.stopped,storyImage_StartTime,storyImage_EndTime,clip_StartTime,clip_EndTime,text_67.started,text_67.stopped,text_68.started,text_68.stopped,text_57.started,text_57.stopped,key_resp_17.keys,key_resp_17.rt,key_resp_17.started,key_resp_17.stopped,text_83.started,text_83.stopped,text_60.started,text_60.stopped,image_2.started,image_2.stopped,text_58.started,text_58.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.started,key_resp_23.stopped,text_62.started,text_62.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.started,key_resp_18.stopped,text_84.started,text_84.stopped,question1_2.started,question1_2.stopped,question2_2.started,question2_2.stopped,question3_2.started,question3_2.stopped,question4_2.started,question4_2.stopped,question5_2.started,question5_2.stopped,question6_2.started,question6_2.stopped,image_15.started,image_15.stopped,key_resp.keys,key_resp.started,key_resp.stopped,text_59.started,text_59.stopped,key_resp_19.keys,key_resp_19.rt,key_resp_19.started,key_resp_19.stopped,text_85.started,text_85.stopped,text_61.started,text_61.stopped,image_17.started,image_17.stopped,text_63.started,text_63.stopped,key_resp_24.keys,key_resp_24.rt,key_resp_24.started,key_resp_24.stopped,participant,sA,sB,lA,lB,block_struct,play_stories,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
0,parcelated_audio/21/21_1.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,[21 43 23 34 41 32 12 14],[4 2 2 1 4 3 3 1],19.27842622999924,None,equal,30.575857931999963,19.27842622999924,None,30.596426791999875,19.27842622999924,None,19.27842622999924,None,0.00032985500001814216,5.998982375000196,49.8796614719995,None,55.878261736999775,None,55.878261736999775,None,2,3.101937395999812,55.878261736999775,None,55.878261736999775,None,59.01277767800002,None,2,1.5695052569999461,59.01277767800002,None,10.73904951500026,13.748479677999967,13.753616283000156,28.028244783000446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_2.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.028516733999822,35.46320724100042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_3.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.464867759999834,43.14963179000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_4.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.15000144300029,54.188766723999834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_5.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.18919344599999,59.247678057000485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_6.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.24816457399993,67.41190276799989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_7.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.41241727099987,71.92734266900061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_8.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.92786206600067,82.8653838350001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_9.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.86588212900006,90.2385155740003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_10.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.23901607500011,97.0994743350002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_11.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.09982204000062,104.20070867800041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_12.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.20120766200034,112.51431823199982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_13.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.51479307499994,115.84834330300055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_14.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.84878870500052,121.26231453299988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_15.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.26267990500037,128.07761507099985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_16.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0778716499999,134.15425817899995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_17.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.1546600370002,136.31572901600066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_18.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.316004712,149.460772335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_19.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.46173697199993,152.33436652300043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_20.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.33501184600027,161.06871022199994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
0,parcelated_audio/21/21_21.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.06970640800046,172.11354184999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102921,0,2,1,2,1,1,2,0,20,2021_Oct_29_1526,listening_fmri,3.2.4,59.93022707212587,
