count,audio,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_25.thisRepN,trials_25.thisTrialN,trials_25.thisN,trials_25.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_26.thisRepN,trials_26.thisTrialN,trials_26.thisN,trials_26.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block2,action_list_block2,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_76.started,text_76.stopped,text_77.started,text_77.stopped,startWait,endWait,image_23.started,image_23.stopped,text_55.started,text_55.stopped,text_56.started,text_56.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_82.started,text_82.stopped,text_57.started,text_57.stopped,key_resp_17.keys,key_resp_17.rt,key_resp_17.started,key_resp_17.stopped,text_83.started,text_83.stopped,text_60.started,text_60.stopped,image_2.started,image_2.stopped,text_58.started,text_58.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.started,key_resp_23.stopped,text_62.started,text_62.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.started,key_resp_18.stopped,text_84.started,text_84.stopped,question1_2.started,question1_2.stopped,question2_2.started,question2_2.stopped,question3_2.started,question3_2.stopped,question4_2.started,question4_2.stopped,question5_2.started,question5_2.stopped,question6_2.started,question6_2.stopped,image_15.started,image_15.stopped,key_resp.keys,key_resp.started,key_resp.stopped,text_59.started,text_59.stopped,key_resp_19.keys,key_resp_19.rt,key_resp_19.started,key_resp_19.stopped,text_85.started,text_85.stopped,text_61.started,text_61.stopped,image_17.started,image_17.stopped,text_63.started,text_63.stopped,key_resp_24.keys,key_resp_24.rt,key_resp_24.started,key_resp_24.stopped,text_64.started,text_64.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.started,key_resp_20.stopped,storyImage_StartTime,storyImage_EndTime,clip_StartTime,clip_EndTime,text_67.started,text_67.stopped,text_68.started,text_68.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,play_stories,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,[41 43 23 14 34 21 12 32],[1 3 2 1 4 4 3 2],16.235087499000656,None,equal,30.190099550000014,16.235087499000656,None,30.214615140000205,16.235087499000656,None,16.235087499000656,None,0.0003689260001920047,5.999124743999346,46.45197697900039,None,52.46905060000063,None,52.46905060000063,None,1,0.8839756030001809,52.46905060000063,None,52.46905060000063,None,53.385739708000074,None,1,1.5234575340000447,53.385739708000074,None,53.385739708000074,None,54.951978410000265,None,54.951978410000265,None,54.951978410000265,None,1,1.5912233170001855,54.951978410000265,None,56.569522331999906,None,1,1.3974983779999093,56.569522331999906,None,56.569522331999906,None,58.06804369400015,None,58.06804369400015,None,58.06804369400015,None,58.06804369400015,None,58.06804369400015,None,58.06804369400015,None,58.06804369400015,None,None,58.06804369400015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,032822,0,3,1,2,1,1,2,0,32,2022_Mar_28_1029,listening_fmri,3.2.4,59.88652437853629,
0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.1692925010002,None,1,0.8219016709999778,74.1692925010002,None,74.1692925010002,None,75.03526191800029,None,75.03526191800029,None,75.03526191800029,None,1,0.8028670020003119,75.03526191800029,None,,,,,,,,,,,,,,,,,032822,0,3,1,2,1,1,2,0,32,2022_Mar_28_1029,listening_fmri,3.2.4,59.88652437853629,
0,parcelated_audio/41/41_1.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.86876592499993,None,1,1.609363444000337,75.86876592499993,None,31.058361286000036,34.06586090400015,34.074222266000106,43.195147372000065,,,,,,,032822,0,3,1,2,1,1,2,0,32,2022_Mar_28_1029,listening_fmri,3.2.4,59.88652437853629,
0,parcelated_audio/41/41_2.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.19547653999962,50.436098164000214,,,,,,,032822,0,3,1,2,1,1,2,0,32,2022_Mar_28_1029,listening_fmri,3.2.4,59.88652437853629,
0,parcelated_audio/41/41_3.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4363697660001,54.73360455399961,,,,,,,032822,0,3,1,2,1,1,2,0,32,2022_Mar_28_1029,listening_fmri,3.2.4,59.88652437853629,
0,parcelated_audio/41/41_4.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.73408963299971,58.725735363999775,,,,,,,032822,0,3,1,2,1,1,2,0,32,2022_Mar_28_1029,listening_fmri,3.2.4,59.88652437853629,
0,parcelated_audio/41/41_5.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.72607775300003,64.86474131199975,,,,,,,032822,0,3,1,2,1,1,2,0,32,2022_Mar_28_1029,listening_fmri,3.2.4,59.88652437853629,
0,parcelated_audio/41/41_6.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.865096816,74.79259707399979,,,,,,,032822,0,3,1,2,1,1,2,0,32,2022_Mar_28_1029,listening_fmri,3.2.4,59.88652437853629,
0,parcelated_audio/41/41_7.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7930584629994,82.52060315200015,,,,,,,032822,0,3,1,2,1,1,2,0,32,2022_Mar_28_1029,listening_fmri,3.2.4,59.88652437853629,
0,parcelated_audio/41/41_8.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.52095379399998,86.76265338599933,,,,,,,032822,0,3,1,2,1,1,2,0,32,2022_Mar_28_1029,listening_fmri,3.2.4,59.88652437853629,
0,parcelated_audio/41/41_9.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.76300838299994,96.41384270199978,,,,,,,032822,0,3,1,2,1,1,2,0,32,2022_Mar_28_1029,listening_fmri,3.2.4,59.88652437853629,
0,parcelated_audio/41/41_10.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.4141929870002,102.9301500470001,,,,,,,032822,0,3,1,2,1,1,2,0,32,2022_Mar_28_1029,listening_fmri,3.2.4,59.88652437853629,
0,parcelated_audio/41/41_11.ogg,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.93069432499942,106.70974703399952,,,,,,,032822,0,3,1,2,1,1,2,0,32,2022_Mar_28_1029,listening_fmri,3.2.4,59.88652437853629,
