count,audio,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_25.thisRepN,trials_25.thisTrialN,trials_25.thisN,trials_25.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_26.thisRepN,trials_26.thisTrialN,trials_26.thisN,trials_26.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,story_list_block2,action_list_block2,textTrigger.started,textTrigger.stopped,getTrigger.keys,getTrigger.rt,getTrigger.started,getTrigger.stopped,triggerTime,text_76.started,text_76.stopped,text_77.started,text_77.stopped,startWait,endWait,image_23.started,image_23.stopped,text_55.started,text_55.stopped,text_56.started,text_56.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_82.started,text_82.stopped,text_57.started,text_57.stopped,key_resp_17.keys,key_resp_17.rt,key_resp_17.started,key_resp_17.stopped,text_83.started,text_83.stopped,text_60.started,text_60.stopped,image_2.started,image_2.stopped,text_58.started,text_58.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.started,key_resp_23.stopped,text_62.started,text_62.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.started,key_resp_18.stopped,text_84.started,text_84.stopped,question1_2.started,question1_2.stopped,question2_2.started,question2_2.stopped,question3_2.started,question3_2.stopped,question4_2.started,question4_2.stopped,question5_2.started,question5_2.stopped,question6_2.started,question6_2.stopped,image_15.started,image_15.stopped,key_resp.keys,key_resp.started,key_resp.stopped,text_59.started,text_59.stopped,key_resp_19.keys,key_resp_19.rt,key_resp_19.started,key_resp_19.stopped,text_85.started,text_85.stopped,text_61.started,text_61.stopped,image_17.started,image_17.stopped,text_63.started,text_63.stopped,key_resp_24.keys,key_resp_24.rt,key_resp_24.started,key_resp_24.stopped,text_64.started,text_64.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.started,key_resp_20.stopped,storyImage_StartTime,storyImage_EndTime,clip_StartTime,clip_EndTime,text_67.started,text_67.stopped,text_68.started,text_68.stopped,text_36.started,text_36.stopped,participant,sA,sB,lA,lB,block_struct,play_stories,block,behavioral,random_seed,date,expName,psychopyVersion,frameRate,
0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[21 32 23 43 12 34 14 41],[3 2 1 1 2 4 4 3],13.257678772999952,None,equal,32.63696473600021,13.257678772999952,None,32.66477071200006,13.257678772999952,None,13.257678772999952,None,0.0004299470001569716,5.999822224000127,45.92391227600001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.92528732499977,None,51.92528732499977,None,2,1.135453132999828,51.92528732499977,None,51.92528732499977,None,53.09015598299993,None,2,0.624611705999996,53.09015598299993,None,53.09015598299993,None,53.756243383999845,None,53.756243383999845,None,53.756243383999845,None,2,1.396515817999898,53.756243383999845,None,55.17392295599984,None,2,0.7437558679998801,55.17392295599984,None,55.17392295599984,None,56.023187306999716,None,56.023187306999716,None,56.023187306999716,None,56.023187306999716,None,56.023187306999716,None,56.023187306999716,None,56.023187306999716,None,None,56.023187306999716,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.37442068700011,None,2,1.0763418090000414,73.37442068700011,None,73.37442068700011,None,74.4905056980001,None,74.4905056980001,None,74.4905056980001,None,2,0.6732603209993613,74.4905056980001,None,,,,,,,,,,,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_1.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.19053162999944,None,2,1.1430947850003577,75.19053162999944,None,30.458638880000308,33.46534598399967,33.47119449600041,44.84907269800033,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_2.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.85065963700026,53.16616462400043,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_3.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.16666556100017,58.74933401899989,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_4.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.749662734999674,65.43475378300036,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_5.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.43634502299983,77.1275506750003,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_6.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.12802795299967,85.6129638690004,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_7.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.61338670400028,89.00174892600035,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_8.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.00292772900002,93.4686608979996,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_9.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.46900876100017,102.14533288099983,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_10.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1456862480004,106.82809862600016,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_11.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.82857073900004,112.9055889160004,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_12.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.90606434499978,122.34075313499989,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_13.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.3410795169998,131.95410425300042,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_14.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.9544542890003,140.03511471299998,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_15.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.03545911399988,146.92354296999974,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_16.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.92495597900006,154.54475487399986,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_17.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.545633147,162.84495385400032,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_18.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.8453193800001,167.23155337599974,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
1,parcelated_audio/32/32_19.ogg,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.2320224199998,175.27610178700024,,,,,,,022222,1,3,0,1,1,1,2,0,50,2022_Feb_22_1018,listening_fmri,3.2.4,59.93638340282408,
